time,X_1D,X_2D,Y_2D
19996,112,-115,169
19997,111,-115,168
19998,110,-115,169
19999,111,-114,169
20000,112,-114,170
20001,111,-113,170
20002,112,-113,169
20003,113,-113,170
20004,114,-113,171
20005,113,-113,172
20006,112,-113,171
20007,111,-113,170
20008,110,-114,170
20009,109,-114,169
20010,110,-115,169
20011,111,-114,169
20012,110,-114,170
20013,111,-114,171
20014,110,-114,170
20015,109,-115,170
20016,110,-116,170
20017,109,-116,171
20018,108,-116,172
20019,109,-117,172
20020,110,-116,172
20021,111,-117,172
20022,112,-118,172
20023,111,-118,171
20024,112,-117,171
20025,111,-117,172
20026,110,-117,171
20027,111,-117,172
20028,110,-117,173
20029,109,-116,173
20030,108,-115,173
20031,107,-115,172
20032,106,-115,171
20033,107,-114,171
20034,108,-115,171
20035,109,-116,171
20036,110,-116,170
20037,111,-115,170
20038,112,-115,169
20039,113,-116,169
20040,114,-115,169
20041,113,-116,169
20042,114,-116,170
20043,113,-116,171
20044,114,-116,172
20045,113,-116,173
20046,114,-115,173
20047,113,-114,173
20048,114,-114,174
20049,113,-115,174
20050,112,-116,174
20051,113,-117,174
20052,114,-117,173
20053,115,-117,172
20054,116,-117,173
20055,117,-118,173
20056,116,-118,172
20057,117,-118,171
20058,116,-119,171
20059,115,-118,171
20060,114,-119,171
20061,115,-118,171
20062,116,-118,170
20063,115,-117,170
20064,116,-117,169
20065,117,-117,168
20066,118,-117,169
20067,117,-116,169
20068,118,-116,168
20069,119,-116,167
20070,120,-117,167
20071,121,-116,167
20072,122,-117,167
20073,121,-118,167
20074,122,-118,168
20075,121,-118,169
20076,120,-118,170
20077,121,-118,169
20078,120,-117,169
20079,121,-117,170
20080,120,-116,170
20081,119,-115,170
20082,120,-114,170
20083,119,-114,171
20084,118,-113,171
20085,117,-112,171
20086,118,-112,172
20087,117,-112,171
20088,118,-113,171
20089,119,-112,171
20090,120,-113,171
20091,121,-114,171
20092,120,-113,171
20093,119,-114,171
20094,118,-115,171
20095,117,-114,171
20096,116,-114,172
20097,117,-114,173
20098,116,-114,172
20099,115,-115,172
20100,116,-115,173
20101,115,-115,172
20102,114,-115,173
20103,115,-116,173
20104,116,-116,174
20105,117,-115,174
20106,116,-115,175
20107,117,-114,175
20108,116,-113,175
20109,117,-113,176
20110,118,-113,177
20111,117,-113,176
20112,118,-113,177
20113,117,-113,178
20114,116,-112,178
20115,115,-111,178
20116,114,-112,178
20117,115,-112,177
20118,114,-112,178
20119,113,-113,178
20120,112,-113,177
20121,111,-114,177
20122,110,-113,177
20123,111,-112,177
20124,112,-112,176
20125,113,-112,177
20126,112,-112,178
20127,111,-112,177
20128,110,-112,176
20129,111,-112,177
20130,112,-113,177
20131,113,-113,176
20132,114,-113,177
20133,115,-114,177
20134,116,-114,176
20135,115,-115,176
20136,114,-115,175
20137,113,-115,174
20138,114,-114,174
20139,113,-115,174
20140,112,-116,174
20141,111,-117,174
20142,112,-118,174
20143,111,-118,173
20144,112,-118,174
20145,113,-117,174
20146,112,-117,173
20147,111,-117,172
20148,110,-116,172
20149,111,-117,172
20150,110,-116,172
20151,111,-117,172
20152,110,-116,172
20153,109,-116,173
20154,108,-116,174
20155,107,-117,174
20156,108,-117,175
20157,109,-117,176
20158,110,-118,176
20159,111,-118,177
20160,110,-119,177
20161,111,-120,177
20162,110,-120,176
20163,111,-121,176
20164,110,-121,175
20165,109,-122,175
20166,108,-122,176
20167,107,-121,176
20168,106,-120,176
20169,107,-120,175
20170,106,-121,175
20171,105,-120,175
20172,106,-120,176
20173,105,-120,175
20174,106,-119,175
20175,107,-118,175
20176,108,-119,175
20177,109,-119,174
20178,110,-120,174
20179,111,-120,173
20180,110,-120,172
20181,111,-120,171
20182,110,-120,170
20183,109,-121,170
20184,110,-121,171
20185,109,-121,172
20186,110,-121,173
20187,111,-121,172
20188,112,-121,171
20189,113,-122,171
20190,114,-122,170
20191,113,-121,170
20192,114,-121,171
20193,115,-122,171
20194,116,-122,172
20195,117,-122,173
20196,116,-123,173
20197,117,-123,174
20198,118,-123,173
20199,119,-123,172
20200,118,-123,173
20201,117,-123,174
20202,118,-122,174
20203,119,-123,174
20204,118,-122,174
20205,119,-123,174
20206,118,-122,174
20207,117,-122,175
20208,118,-122,174
20209,117,-122,175
20210,118,-123,175
20211,117,-122,175
20212,118,-123,175
20213,119,-124,175
20214,118,-123,175
20215,117,-123,176
20216,116,-124,176
20217,117,-125,176
20218,118,-124,176
20219,117,-125,176
20220,116,-124,176
20221,117,-125,176
20222,116,-125,177
20223,117,-126,177
20224,116,-127,177
20225,117,-128,177
20226,118,-129,177
20227,117,-129,178
20228,116,-128,178
20229,115,-128,179
20230,116,-128,178
20231,115,-129,178
20232,116,-129,179
20233,115,-129,178
20234,114,-129,177
20235,113,-128,177
20236,112,-128,176
20237,113,-129,176
20238,112,-129,175
20239,113,-129,174
20240,112,-128,174
20241,113,-128,175
20242,114,-128,176
20243,115,-127,176
20244,116,-127,177
20245,115,-126,177
20246,116,-125,177
20247,115,-126,177
20248,114,-127,177
20249,113,-128,177
20250,112,-128,176
20251,111,-127,176
20252,112,-126,176
20253,113,-126,175
20254,112,-126,176
20255,111,-126,175
20256,112,-126,174
20257,111,-126,175
20258,112,-126,174
20259,111,-126,173
20260,112,-126,174
20261,111,-127,174
20262,110,-127,173
20263,109,-128,173
20264,108,-128,174
20265,107,-129,174
20266,106,-129,175
20267,107,-129,174
20268,106,-129,173
20269,105,-129,172
20270,104,-129,171
20271,105,-130,171
20272,106,-131,171
20273,105,-130,171
20274,104,-131,171
20275,105,-131,172
20276,104,-131,173
20277,103,-131,172
20278,102,-131,173
20279,103,-131,174
20280,102,-132,174
20281,101,-133,174
20282,100,-133,173
20283,99,-132,173
20284,100,-132,172
20285,99,-132,173
20286,98,-131,173
20287,97,-130,173
20288,96,-131,173
20289,97,-132,173
20290,96,-133,173
20291,97,-134,173
20292,96,-134,172
20293,95,-134,173
20294,94,-134,172
20295,95,-134,171
20296,96,-135,171
20297,97,-136,171
20298,98,-137,171
20299,99,-137,172
20300,98,-137,173
20301,97,-136,173
20302,98,-136,174
20303,97,-137,174
20304,98,-137,173
20305,99,-137,172
20306,98,-137,171
20307,97,-136,171
20308,96,-135,171
20309,95,-134,171
20310,96,-133,171
20311,97,-134,171
20312,96,-134,170
20313,97,-134,171
20314,96,-135,171
20315,95,-135,170
20316,96,-135,169
20317,97,-136,169
20318,98,-135,169
20319,97,-135,170
20320,98,-135,171
20321,97,-135,170
20322,96,-136,170
20323,95,-136,171
20324,94,-136,170
20325,93,-135,170
20326,94,-135,169
20327,93,-135,168
20328,94,-135,169
20329,95,-134,169
20330,96,-133,169
20331,95,-134,169
20332,94,-134,168
20333,95,-133,168
20334,94,-133,167
20335,93,-133,166
20336,92,-133,167
20337,93,-132,167
20338,94,-132,168
20339,93,-133,168
20340,94,-134,168
20341,95,-134,169
20342,94,-135,169
20343,93,-134,169
20344,94,-134,168
20345,95,-133,168
20346,94,-133,167
20347,93,-134,167
20348,94,-133,167
20349,93,-132,167
20350,92,-132,168
20351,93,-132,167
20352,92,-133,167
20353,93,-133,166
20354,92,-132,166
20355,93,-133,166
20356,92,-132,166
20357,93,-132,167
20358,94,-131,167
20359,95,-130,167
20360,96,-130,166
20361,95,-130,167
20362,94,-130,168
20363,95,-131,168
20364,94,-131,167
20365,95,-131,166
20366,96,-130,166
20367,97,-130,165
20368,98,-130,166
20369,99,-129,166
20370,100,-128,166
20371,99,-128,167
20372,98,-128,166
20373,99,-128,167
20374,100,-128,168
20375,99,-127,168
20376,98,-126,168
20377,97,-126,167
20378,98,-126,168
20379,97,-126,167
20380,96,-126,168
20381,95,-126,167
20382,96,-125,167
20383,97,-126,167
20384,96,-125,167
20385,95,-124,167
20386,94,-124,166
20387,95,-125,166
20388,94,-124,166
20389,95,-125,166
20390,96,-126,166
20391,95,-125,166
20392,94,-126,166
20393,93,-126,165
20394,92,-126,166
20395,93,-125,166
20396,92,-124,166
20397,91,-123,166
20398,90,-123,167
20399,91,-123,168
20400,92,-122,168
20401,91,-122,169
20402,92,-122,170
20403,91,-122,169
20404,92,-121,169
20405,93,-122,169
20406,94,-121,169
20407,93,-122,169
20408,94,-123,169
20409,93,-122,169
20410,92,-122,170
20411,93,-121,170
20412,94,-122,170
20413,93,-122,169
20414,94,-123,169
20415,95,-123,168
20416,94,-124,168
20417,93,-123,168
20418,92,-122,168
20419,91,-123,168
20420,90,-124,168
20421,91,-123,168
20422,90,-124,168
20423,91,-124,167
20424,90,-125,167
20425,91,-125,166
20426,92,-125,165
20427,93,-125,166
20428,94,-124,166
20429,93,-125,166
20430,94,-126,166
20431,93,-126,167
20432,92,-127,167
20433,93,-128,167
20434,92,-127,167
20435,93,-126,167
20436,94,-125,167
20437,95,-125,168
20438,96,-124,168
20439,95,-124,167
20440,96,-125,167
20441,95,-125,166
20442,96,-125,165
20443,97,-126,165
20444,98,-126,164
20445,99,-126,165
20446,98,-126,164
20447,97,-125,164
20448,98,-124,164
20449,99,-123,164
20450,100,-123,163
20451,99,-123,164
20452,100,-122,164
20453,101,-121,164
20454,100,-121,165
20455,101,-122,165
20456,100,-122,166
20457,101,-122,165
20458,100,-122,164
20459,99,-122,163
20460,100,-122,164
20461,99,-122,165
20462,100,-123,165
20463,99,-122,165
20464,98,-122,166
20465,97,-122,165
20466,96,-123,165
20467,97,-123,164
20468,96,-122,164
20469,95,-123,164
20470,94,-123,165
20471,95,-123,164
20472,96,-123,163
20473,97,-122,163
20474,96,-122,164
20475,97,-122,165
20476,98,-122,166
20477,97,-122,165
20478,98,-121,165
20479,99,-120,165
20480,98,-120,166
20481,99,-120,167
20482,98,-120,166
20483,97,-119,166
20484,98,-119,167
20485,99,-119,166
20486,100,-119,165
20487,101,-119,166
20488,100,-118,166
20489,101,-118,167
20490,100,-118,166
20491,99,-118,165
20492,98,-119,165
20493,99,-118,165
20494,98,-117,165
20495,99,-117,164
20496,100,-117,165
20497,101,-117,164
20498,100,-116,164
20499,99,-116,165
20500,98,-115,165
20501,99,-114,165
20502,98,-114,166
20503,97,-113,166
20504,96,-114,166
20505,95,-115,166
20506,96,-115,167
20507,95,-114,167
20508,96,-115,167
20509,95,-115,168
20510,96,-114,168
20511,97,-113,168
20512,98,-112,168
20513,99,-112,167
20514,98,-111,167
20515,97,-110,167
20516,98,-109,167
20517,97,-109,168
20518,98,-110,168
20519,97,-109,168
20520,96,-108,168
20521,97,-109,168
20522,96,-108,168
20523,97,-108,169
20524,96,-109,169
20525,97,-109,170
20526,96,-110,170
20527,95,-111,170
20528,94,-112,170
20529,95,-113,170
20530,94,-112,170
20531,93,-112,171
20532,94,-112,172
20533,95,-111,172
20534,94,-111,173
20535,95,-111,174
20536,94,-111,175
20537,93,-111,174
20538,92,-112,174
20539,91,-112,173
20540,90,-113,173
20541,89,-112,173
20542,90,-113,173
20543,91,-113,172
20544,92,-113,171
20545,93,-112,171
20546,94,-112,172
20547,93,-112,171
20548,94,-112,172
20549,95,-112,171
20550,94,-113,171
20551,93,-113,172
20552,94,-112,172
20553,93,-112,173
20554,94,-113,173
20555,93,-113,172
20556,94,-114,172
20557,95,-114,171
20558,94,-115,171
20559,95,-114,171
20560,96,-114,170
20561,95,-114,171
20562,94,-114,172
20563,93,-114,171
20564,92,-114,172
20565,91,-115,172
20566,92,-114,172
20567,91,-114,173
20568,90,-114,172
20569,91,-114,173
20570,92,-115,173
20571,93,-114,173
20572,92,-114,174
20573,91,-114,175
20574,92,-115,175
20575,93,-114,175
20576,92,-114,176
20577,91,-115,176
20578,92,-116,176
20579,93,-116,175
20580,94,-117,175
20581,93,-117,176
20582,94,-118,176
20583,95,-118,175
20584,96,-118,176
20585,95,-118,177
20586,96,-118,176
20587,97,-118,177
20588,98,-118,178
20589,97,-117,178
20590,96,-117,179
20591,97,-117,178
20592,96,-117,179
20593,97,-117,180
20594,98,-117,179
20595,99,-118,179
20596,98,-117,179
20597,99,-117,178
20598,100,-116,178
20599,101,-116,177
20600,100,-116,176
20601,101,-116,177
20602,102,-116,178
20603,101,-115,178
20604,102,-114,178
20605,103,-115,178
20606,102,-115,177
20607,103,-115,176
20608,104,-115,175
20609,105,-116,175
20610,106,-117,175
20611,105,-117,176
20612,104,-117,175
20613,103,-118,175
20614,102,-118,176
20615,103,-119,176
20616,102,-119,177
20617,101,-119,176
20618,100,-118,176
20619,99,-118,177
20620,98,-117,177
20621,97,-116,177
20622,96,-116,176
20623,95,-115,176
20624,94,-114,176
20625,93,-115,176
20626,92,-115,177
20627,93,-115,178
20628,92,-115,179
20629,93,-116,179
20630,92,-115,179
20631,93,-115,178
20632,94,-116,178
20633,95,-117,178
20634,96,-116,178
20635,95,-115,178
20636,96,-115,177
20637,95,-114,177
20638,94,-114,176
20639,93,-114,175
20640,92,-114,174
20641,91,-114,173
20642,90,-113,173
20643,91,-114,173
20644,90,-114,174
20645,91,-114,175
20646,90,-115,175
20647,91,-115,174
20648,92,-115,173
20649,93,-115,172
20650,94,-115,171
20651,95,-114,171
20652,96,-114,170
20653,97,-115,170
20654,98,-115,171
20655,99,-114,171
20656,100,-114,172
20657,99,-115,172
20658,100,-116,172
20659,99,-116,171
20660,98,-116,170
20661,97,-116,171
20662,98,-116,170
20663,97,-116,171
20664,96,-116,172
20665,95,-116,173
20666,96,-117,173
20667,95,-118,173
20668,96,-118,174
20669,95,-117,174
20670,96,-116,174
20671,97,-116,173
20672,98,-116,172
20673,97,-117,172
20674,96,-118,172
20675,95,-117,172
20676,94,-116,172
20677,93,-116,173
20678,92,-116,172
20679,91,-116,171
20680,92,-116,172
20681,93,-115,172
20682,94,-115,173
20683,93,-115,172
20684,94,-116,172
20685,95,-117,172
20686,94,-116,172
20687,93,-115,172
20688,92,-115,173
20689,91,-115,174
20690,90,-115,175
20691,91,-114,175
20692,92,-115,175
20693,91,-115,174
20694,92,-114,174
20695,93,-115,174
20696,92,-115,173
20697,93,-116,173
20698,94,-115,173
20699,95,-116,173
20700,96,-116,172
20701,97,-116,171
20702,98,-117,171
20703,97,-117,170
20704,98,-117,171
20705,99,-116,171
20706,100,-116,172
20707,101,-117,172
20708,102,-116,172
20709,103,-116,171
20710,102,-116,170
20711,103,-116,169
20712,102,-117,169
20713,101,-118,169
20714,102,-118,170
20715,103,-118,171
20716,104,-118,172
20717,103,-119,172
20718,104,-119,171
20719,103,-118,171
20720,104,-118,172
20721,105,-117,172
20722,106,-117,173
20723,107,-117,174
20724,106,-117,175
20725,105,-118,175
20726,104,-118,174
20727,105,-118,175
20728,106,-118,176
20729,107,-117,176
20730,108,-117,175
20731,107,-118,175
20732,108,-118,174
20733,109,-119,174
20734,108,-119,175
20735,109,-120,175
20736,108,-119,175
20737,109,-119,174
20738,108,-120,174
20739,107,-119,174
20740,108,-119,175
20741,107,-120,175
20742,106,-120,174
20743,105,-119,174
20744,104,-119,173
20745,103,-120,173
20746,102,-120,174
20747,101,-120,173
20748,102,-120,172
20749,103,-120,173
20750,102,-119,173
20751,103,-120,173
20752,104,-120,174
20753,103,-120,175
20754,102,-121,175
20755,103,-121,176
20756,104,-122,176
20757,105,-122,177
20758,106,-121,177
20759,107,-121,176
20760,108,-122,176
20761,109,-122,175
20762,108,-121,175
20763,107,-121,174
20764,108,-120,174
20765,107,-120,173
20766,106,-120,172
20767,107,-120,173
20768,108,-119,173
20769,107,-119,174
20770,106,-119,173
20771,107,-119,172
20772,108,-119,173
20773,107,-119,174
20774,106,-119,175
20775,105,-119,176
20776,106,-119,175
20777,107,-119,176
20778,108,-120,176
20779,107,-120,175
20780,106,-121,175
20781,107,-121,174
20782,106,-122,174
20783,107,-122,173
20784,106,-121,173
20785,105,-122,173
20786,106,-123,173
20787,107,-123,172
20788,108,-122,172
20789,107,-123,172
20790,106,-122,172
20791,105,-121,172
20792,106,-120,172
20793,105,-121,172
20794,104,-121,171
20795,105,-121,170
20796,106,-121,171
20797,107,-121,172
20798,108,-121,173
20799,109,-121,172
20800,108,-120,172
20801,107,-119,172
20802,106,-119,171
20803,105,-118,171
20804,106,-117,171
20805,105,-118,171
20806,104,-119,171
20807,103,-119,170
20808,104,-120,170
20809,103,-120,169
20810,104,-119,169
20811,105,-119,168
20812,104,-119,169
20813,105,-120,169
20814,104,-121,169
20815,103,-122,169
20816,102,-122,168
20817,103,-121,168
20818,104,-121,167
20819,103,-121,166
20820,104,-121,167
20821,105,-121,168
20822,106,-121,169
20823,107,-120,169
20824,108,-120,170
20825,107,-120,171
20826,106,-119,171
20827,105,-119,170
20828,106,-119,169
20829,105,-120,169
20830,106,-119,169
20831,105,-118,169
20832,106,-119,169
20833,105,-118,169
20834,106,-119,169
20835,105,-119,170
20836,104,-119,171
20837,103,-119,172
20838,102,-119,173
20839,101,-118,173
20840,100,-119,173
20841,101,-118,173
20842,100,-119,173
20843,99,-118,173
20844,98,-118,172
20845,97,-118,171
20846,98,-118,170
20847,97,-119,170
20848,98,-118,170
20849,97,-119,170
20850,98,-120,170
20851,97,-120,171
20852,96,-120,170
20853,95,-121,170
20854,94,-120,170
20855,95,-120,169
20856,96,-119,169
20857,97,-118,169
20858,98,-118,170
20859,97,-118,169
20860,96,-118,170
20861,97,-119,170
20862,96,-118,170
20863,95,-118,171
20864,94,-117,171
20865,93,-116,171
20866,94,-116,172
20867,93,-116,171
20868,94,-115,171
20869,93,-115,170
20870,94,-115,171
20871,93,-114,171
20872,94,-114,170
20873,95,-114,171
20874,94,-115,171
20875,95,-116,171
20876,94,-116,170
20877,95,-116,171
20878,94,-116,170
20879,95,-116,171
20880,96,-117,171
20881,97,-118,171
20882,96,-118,172
20883,95,-119,172
20884,94,-119,171
20885,93,-119,170
20886,92,-120,170
20887,91,-119,170
20888,90,-119,171
20889,89,-118,171
20890,90,-119,171
20891,91,-120,171
20892,92,-119,171
20893,91,-118,171
20894,92,-119,171
20895,93,-118,171
20896,94,-118,170
20897,95,-119,170
20898,96,-120,170
20899,95,-120,169
20900,94,-120,168
20901,95,-121,168
20902,96,-121,169
20903,95,-121,168
20904,96,-121,167
20905,97,-120,167
20906,98,-120,166
20907,97,-121,166
20908,96,-121,167
20909,95,-121,166
20910,96,-122,166
20911,97,-121,166
20912,96,-120,166
20913,97,-119,166
20914,96,-120,166
20915,97,-121,166
20916,98,-120,166
20917,99,-120,167
20918,98,-121,167
20919,97,-120,167
20920,98,-119,167
20921,97,-118,167
20922,98,-118,168
20923,97,-119,168
20924,96,-118,168
20925,95,-117,168
20926,94,-116,168
20927,93,-115,168
20928,92,-115,169
20929,91,-116,169
20930,90,-117,169
20931,91,-117,168
20932,92,-116,168
20933,91,-116,167
20934,92,-115,167
20935,91,-115,168
20936,92,-116,168
20937,91,-117,168
20938,90,-117,169
20939,89,-116,169
20940,90,-117,169
20941,91,-117,168
20942,92,-117,167
20943,93,-118,167
20944,94,-118,168
20945,93,-117,168
20946,92,-117,167
20947,93,-118,167
20948,92,-118,168
20949,93,-117,168
20950,92,-117,169
20951,91,-117,168
20952,90,-116,168
20953,91,-115,168
20954,92,-115,169
20955,91,-115,168
20956,92,-115,167
20957,91,-115,168
20958,90,-115,169
20959,91,-115,170
20960,92,-115,171
20961,93,-116,171
20962,94,-115,171
20963,95,-116,171
20964,94,-115,171
20965,93,-115,170
20966,94,-115,171
20967,95,-114,171
20968,96,-113,171
20969,97,-114,171
20970,96,-114,172
20971,97,-114,171
20972,98,-114,172
20973,99,-114,173
20974,100,-114,174
20975,101,-113,174
20976,102,-113,175
20977,101,-114,175
20978,100,-115,175
20979,99,-115,174
20980,98,-115,173
20981,99,-114,173
20982,98,-114,174
20983,97,-114,173
20984,98,-115,173
20985,97,-115,172
20986,98,-114,172
20987,97,-113,172
20988,96,-114,172
20989,95,-115,172
20990,96,-115,171
20991,95,-114,171
20992,96,-115,171
20993,97,-115,170
20994,96,-114,170
20995,97,-115,170
20996,98,-114,170
20997,97,-114,169
20998,98,-113,169
20999,99,-112,169
21000,98,-113,169
21001,99,-113,170
21002,98,-114,170
21003,97,-114,169
21004,96,-115,169
21005,95,-114,169
21006,94,-114,168
21007,95,-114,167
21008,96,-114,166
21009,95,-114,167
21010,94,-113,167
21011,95,-112,167
21012,94,-111,167
21013,93,-111,166
21014,92,-110,166
21015,93,-111,166
21016,92,-111,165
21017,93,-110,165
21018,92,-109,165
21019,91,-109,164
21020,90,-109,163
21021,91,-109,164
21022,90,-110,164
21023,89,-109,164
21024,88,-109,163
21025,89,-109,162
21026,88,-110,162
21027,87,-109,162
21028,88,-110,162
21029,89,-110,161
21030,88,-111,161
21031,87,-110,161
21032,86,-110,160
21033,87,-110,159
21034,88,-110,158
21035,89,-110,157
21036,90,-111,157
21037,91,-111,158
21038,92,-111,157
21039,93,-112,157
21040,92,-113,157
21041,93,-113,156
21042,92,-113,157
21043,93,-113,156
21044,92,-113,157
21045,93,-113,158
21046,94,-113,157
21047,93,-113,158
21048,94,-113,157
21049,93,-114,157
21050,94,-113,157
21051,95,-113,158
21052,96,-113,159
21053,95,-113,160
21054,96,-112,160
21055,95,-111,160
21056,94,-112,160
21057,95,-113,160
21058,96,-112,160
21059,95,-112,161
21060,94,-112,162
21061,95,-112,163
21062,96,-113,163
21063,95,-112,163
21064,94,-111,163
21065,93,-111,162
21066,94,-112,162
21067,95,-113,162
21068,94,-112,162
21069,95,-113,162
21070,94,-113,163
21071,93,-114,163
21072,94,-113,163
21073,93,-114,163
21074,94,-113,163
21075,93,-112,163
21076,94,-111,163
21077,93,-112,163
21078,92,-112,164
21079,93,-112,165
21080,94,-112,164
21081,93,-112,163
21082,92,-113,163
21083,93,-114,163
21084,94,-115,163
21085,95,-115,162
21086,94,-116,162
21087,93,-115,162
21088,94,-115,161
21089,93,-115,162
21090,92,-114,162
21091,93,-114,163
21092,94,-115,163
21093,95,-115,164
21094,96,-116,164
21095,95,-115,164
21096,96,-114,164
21097,95,-113,164
21098,94,-113,165
21099,93,-113,166
21100,92,-112,166
21101,93,-112,165
21102,94,-112,166
21103,95,-112,167
21104,96,-113,167
21105,95,-113,166
21106,94,-113,167
21107,93,-113,168
21108,94,-113,169
21109,93,-112,169
21110,92,-112,168
21111,91,-112,169
21112,90,-112,168
21113,91,-111,168
21114,92,-112,168
21115,91,-111,168
21116,90,-110,168
21117,91,-111,168
21118,92,-112,168
21119,93,-112,169
21120,94,-112,170
21121,95,-112,169
21122,94,-112,170
21123,93,-111,170
21124,92,-112,170
21125,93,-113,170
21126,94,-113,171
21127,95,-113,170
21128,96,-112,170
21129,97,-113,170
21130,98,-113,171
21131,99,-114,171
21132,98,-115,171
21133,99,-114,171
21134,100,-114,170
21135,99,-115,170
21136,98,-116,170
21137,97,-116,171
21138,96,-115,171
21139,95,-116,171
21140,96,-117,171
21141,95,-118,171
21142,94,-117,171
21143,95,-117,172
21144,94,-118,172
21145,93,-119,172
21146,92,-120,172
21147,91,-120,171
21148,90,-121,171
21149,89,-120,171
21150,88,-120,170
21151,89,-121,170
21152,90,-120,170
21153,91,-121,170
21154,92,-122,170
21155,93,-123,170
21156,94,-123,171
21157,93,-124,171
21158,94,-125,171
21159,95,-125,170
21160,96,-125,171
21161,97,-124,171
21162,96,-124,172
21163,95,-124,173
21164,96,-124,172
21165,95,-124,171
21166,94,-125,171
21167,93,-126,171
21168,92,-126,170
21169,93,-126,171
21170,92,-127,171
21171,93,-127,170
21172,94,-127,169
21173,95,-128,169
21174,94,-128,170
21175,93,-128,169
21176,94,-127,169
21177,93,-127,168
21178,92,-127,169
21179,91,-128,169
21180,92,-128,170
21181,93,-127,170
21182,92,-127,169
21183,93,-127,168
21184,92,-127,169
21185,91,-128,169
21186,92,-128,168
21187,91,-128,169
21188,90,-129,169
21189,91,-129,168
21190,90,-130,168
21191,91,-130,169
21192,90,-130,168
21193,89,-131,168
21194,90,-132,168
21195,91,-131,168
21196,92,-130,168
21197,93,-131,168
21198,94,-131,169
21199,93,-131,168
21200,94,-130,168
21201,93,-129,168
21202,92,-129,167
21203,91,-129,166
21204,92,-130,166
21205,93,-130,165
21206,94,-129,165
21207,93,-129,164
21208,94,-130,164
21209,95,-130,165
21210,96,-129,165
21211,97,-129,166
21212,98,-130,166
21213,99,-129,166
21214,100,-128,166
21215,101,-128,167
21216,100,-128,168
21217,99,-128,167
21218,100,-128,168
21219,99,-128,169
21220,100,-127,169
21221,101,-127,170
21222,100,-127,169
21223,101,-127,168
21224,100,-127,167
21225,101,-127,168
21226,100,-128,168
21227,101,-127,168
21228,100,-126,168
21229,101,-127,168
21230,100,-127,167
21231,99,-127,168
21232,98,-127,169
21233,97,-127,168
21234,96,-126,168
21235,95,-127,168
21236,94,-126,168
21237,93,-126,167
21238,94,-126,168
21239,95,-126,169
21240,96,-125,169
21241,97,-124,169
21242,98,-124,170
21243,97,-124,171
21244,96,-123,171
21245,95,-124,171
21246,96,-125,171
21247,95,-125,172
21248,96,-125,173
21249,97,-124,173
21250,98,-124,172
21251,99,-123,172
21252,100,-123,173
21253,101,-123,172
21254,100,-123,173
21255,99,-123,174
21256,98,-123,175
21257,97,-122,175
21258,96,-121,175
21259,95,-121,174
21260,96,-122,174
21261,97,-122,175
21262,98,-122,174
21263,97,-122,175
21264,98,-123,175
21265,97,-122,175
21266,98,-121,175
21267,99,-121,174
21268,100,-120,174
21269,99,-120,173
21270,98,-119,173
21271,97,-119,174
21272,96,-118,174
21273,97,-119,174
21274,98,-119,175
21275,97,-120,175
21276,96,-121,175
21277,97,-120,175
21278,96,-120,176
21279,95,-120,177
21280,94,-121,177
21281,95,-120,177
21282,96,-120,178
21283,97,-121,178
21284,96,-121,179
21285,95,-121,178
21286,96,-121,179
21287,95,-120,179
21288,94,-120,180
21289,93,-119,180
21290,92,-120,180
21291,93,-121,180
21292,94,-121,181
21293,95,-121,182
21294,94,-120,182
21295,93,-120,181
21296,92,-121,181
21297,91,-121,182
21298,92,-122,182
21299,91,-123,182
21300,90,-123,181
21301,89,-124,181
21302,88,-123,181
21303,89,-124,181
21304,88,-125,181
21305,89,-126,181
21306,90,-126,180
21307,91,-126,181
21308,92,-127,181
21309,91,-126,181
21310,92,-127,181
21311,93,-128,181
21312,94,-127,181
21313,93,-127,180
21314,94,-127,181
21315,93,-127,182
21316,92,-127,183
21317,93,-128,183
21318,92,-128,184
21319,93,-128,183
21320,92,-128,184
21321,91,-129,184
21322,92,-130,184
21323,93,-129,184
21324,92,-128,184
21325,93,-128,185
21326,92,-128,186
21327,91,-128,185
21328,90,-127,185
21329,91,-127,184
21330,90,-126,184
21331,89,-125,184
21332,88,-124,184
21333,89,-124,183
21334,90,-123,183
21335,89,-122,183
21336,90,-121,183
21337,91,-120,183
21338,90,-120,182
21339,91,-120,181
21340,90,-120,182
21341,89,-121,182
21342,90,-120,182
21343,89,-120,181
21344,88,-121,181
21345,89,-122,181
21346,90,-122,180
21347,89,-121,180
21348,90,-120,180
21349,91,-119,180
21350,92,-119,179
21351,91,-119,178
21352,92,-118,178
21353,93,-118,177
21354,94,-119,177
21355,93,-119,178
21356,94,-120,178
21357,95,-120,177
21358,96,-121,177
21359,95,-121,178
21360,96,-121,177
21361,95,-121,178
21362,94,-120,178
21363,95,-120,179
21364,96,-119,179
21365,95,-118,179
21366,96,-118,178
21367,97,-117,178
21368,98,-118,178
21369,99,-117,178
21370,98,-116,178
21371,99,-116,177
21372,100,-117,177
21373,99,-116,177
21374,98,-115,177
21375,97,-115,178
21376,96,-114,178
21377,97,-115,178
21378,96,-114,178
21379,97,-114,177
21380,96,-114,176
21381,97,-113,176
21382,96,-113,177
21383,95,-112,177
21384,94,-112,176
21385,95,-111,176
21386,96,-111,175
21387,95,-112,175
21388,96,-112,176
21389,95,-113,176
21390,96,-113,177
21391,95,-114,177
21392,94,-114,178
21393,95,-115,178
